,Text,Contact,Geo,IdentNumber,PersonName,OrigText
26374,"INT: PersonName2, second degree.",[],[],[],"{'entity_group': 'PersonName2', 'score': 0.9970898628234863, 'word': 'burglary', 'start': 5, 'end': 13}","INT: Burglary, second degree."
26404,INT: PersonName4.,[],[],[],"{'entity_group': 'PersonName4', 'score': 0.9721106290817261, 'word': 'armed robbery', 'start': 5, 'end': 18}",INT: Armed robbery.
26599,"INT: Nah. Not as far as PersonName29' up to no PersonName2, nah.",[],[],[],"{'entity_group': 'PersonName29', 'score': 0.9590084552764893, 'word': 'hookin', 'start': 24, 'end': 30}","INT: Nah. Not as far as hookin' up to no burglary, nah."
26599,"INT: Nah. Not as far as PersonName29' up to no PersonName2, nah.",[],[],[],"{'entity_group': 'PersonName2', 'score': 0.9686708450317383, 'word': 'burglary', 'start': 41, 'end': 49}","INT: Nah. Not as far as hookin' up to no burglary, nah."
26603,"INT: It's better. Police come through maybe once a day. Then I say, they don't lock they doors you know. As far as PersonName2' windows and all that, I never did that.",[],[],[],"{'entity_group': 'PersonName2', 'score': 0.9244309067726135, 'word': 'pryin', 'start': 115, 'end': 120}","INT: It's better. Police come through maybe once a day. Then I say, they don't lock they doors you know. As far as pryin' windows and all that, I never did that."
27075,Q: PersonName44.,[],[],[],"{'entity_group': 'PersonName44', 'score': 0.9984984397888184, 'word': 'ok. dodlata', 'start': 3, 'end': 14}",Q: OK. Dodlata.
27518,INT: But PersonName2 is a nice girl though man.,[],[],[],"{'entity_group': 'PersonName2', 'score': 0.9834781289100647, 'word': 'aname removeda', 'start': 9, 'end': 23}",INT: But âname removedã is a nice girl though man.
27591,INT: PersonName2.,[],[],[],"{'entity_group': 'PersonName2', 'score': 0.9703860878944397, 'word': 'yeah, wack bottle, yeah', 'start': 5, 'end': 28}","INT: Yeah, wack bottle, yeah."
27691,INT: PersonName2.,[],[],[],"{'entity_group': 'PersonName2', 'score': 0.9961101412773132, 'word': 'yeah, jewelry', 'start': 5, 'end': 18}","INT: Yeah, jewelry."
28215,"INT: PersonName2, maybe a couple of years.",[],[],[],"{'entity_group': 'PersonName2', 'score': 0.9793009161949158, 'word': 'burglary', 'start': 5, 'end': 13}","INT: Burglary, maybe a couple of years."
28349,INT: They wasn't thinkin' about callin' no police. They was too busy whippin' him. He was swoled up man. I said PersonName2.,[],[],[],"{'entity_group': 'PersonName2', 'score': 0.9856021404266357, 'word': 'damn', 'start': 112, 'end': 116}",INT: They wasn't thinkin' about callin' no police. They was too busy whippin' him. He was swoled up man. I said damn.
28455,"INT: Uh-huh. After we had did it we would come out the alley and we got this change we jingling in our pocket and we go by what we call the big boys area. They was bigger than us. They heard the money jingling and said, where ya'll been. We said, we ain't did nothin'. Next thing we know they was takin' the money from us and we was PersonName2. We couldn't tell nobody, because then they would know we broke in those peoples house up there so we couldn't tell nobody. Everytime they would see us they would ask us what we did today. We would say, nothin'. Went to school.",[],[],[],"{'entity_group': 'PersonName2', 'score': 0.9274793267250061, 'word': 'hollerin', 'start': 333, 'end': 341}","INT: Uh-huh. After we had did it we would come out the alley and we got this change we jingling in our pocket and we go by what we call the big boys area. They was bigger than us. They heard the money jingling and said, where ya'll been. We said, we ain't did nothin'. Next thing we know they was takin' the money from us and we was hollerin. We couldn't tell nobody, because then they would know we broke in those peoples house up there so we couldn't tell nobody. Everytime they would see us they would ask us what we did today. We would say, nothin'. Went to school."
28805,"INT: Yeah, at night. And he said we had to go up these steps and walk close to the wall so the steps won't make no noise. We get up there to the bedroom and here's a guy in the bed, PersonName54' away. Shocked me. TV blastin'. Money layin' on the dresser and I panicked. When I heard the man snorin' and I looked around and seen this big shot gun layin' up side his bed, I said no way. So I went on back. The guy came on back with the man's shot gun, the money, and that TV.",[],[],[],"{'entity_group': 'PersonName54', 'score': 0.9843569993972778, 'word': 'szzzzzzzzzz, snorin', 'start': 182, 'end': 201}","INT: Yeah, at night. And he said we had to go up these steps and walk close to the wall so the steps won't make no noise. We get up there to the bedroom and here's a guy in the bed, szzzzzzzzzz, snorin' away. Shocked me. TV blastin'. Money layin' on the dresser and I panicked. When I heard the man snorin' and I looked around and seen this big shot gun layin' up side his bed, I said no way. So I went on back. The guy came on back with the man's shot gun, the money, and that TV."
28944,INT: PersonName2.,[],[],[],"{'entity_group': 'PersonName2', 'score': 0.9797595143318176, 'word': 'house burglar', 'start': 5, 'end': 18}",INT: House burglar.
29072,Q: PersonName2 for what?,[],[],[],"{'entity_group': 'PersonName2', 'score': 0.9955167770385742, 'word': 'damn fool', 'start': 3, 'end': 12}",Q: Damn fool for what?
29109,INT: PersonName2. Uh-huh.,[],[],[],"{'entity_group': 'PersonName2', 'score': 0.9964828491210938, 'word': 'yeah', 'start': 5, 'end': 9}",INT: Yeah. Uh-huh.
29296,"INT: Uh, PersonName2...",[],[],[],"{'entity_group': 'PersonName2', 'score': 0.925905704498291, 'word': 'jewelry', 'start': 9, 'end': 16}","INT: Uh, jewelry..."
30576,INT: PersonName2.,[],[],[],"{'entity_group': 'PersonName2', 'score': 0.9873545169830322, 'word': 'abirthday removeda', 'start': 5, 'end': 23}",INT: âBirthday removedã.
31054,INT: PersonName2.,[],[],[],"{'entity_group': 'PersonName2', 'score': 0.993279755115509, 'word': 'ah yeah', 'start': 5, 'end': 12}",INT: Ah yeah.
31681,INT: PersonName2.,[],[],[],"{'entity_group': 'PersonName2', 'score': 0.9961101412773132, 'word': 'yeah, jewelry', 'start': 5, 'end': 18}","INT: Yeah, jewelry."
32331,INT: PersonName2. Uh-huh.,[],[],[],"{'entity_group': 'PersonName2', 'score': 0.9964828491210938, 'word': 'yeah', 'start': 5, 'end': 9}",INT: Yeah. Uh-huh.
32385,"INT: She was like, yes, can I help you? My heart was beatin' real fast so I said, do PersonName41 stay here? You know, I just made up a phony name. She said oh no you have the wrong house, baby. I said thank you. I was like so glad they didn't go back there in the back. It would have been no way for me to warn them cause they would have been inside the house probably.",[],[],[],"{'entity_group': 'PersonName41', 'score': 0.9863150715827942, 'word': 'lisa martin', 'start': 85, 'end': 96}","INT: She was like, yes, can I help you? My heart was beatin' real fast so I said, do Lisa Martin stay here? You know, I just made up a phony name. She said oh no you have the wrong house, baby. I said thank you. I was like so glad they didn't go back there in the back. It would have been no way for me to warn them cause they would have been inside the house probably."
32950,"INT: Well most of the times you don't really have time to look through it. But costume jewelry is not gonna have 14kt. PersonName24 written on it, right. I mean the clamp piece is gonna have 14kt. PersonName24 on it. That's the way a lot of them beat people. They will take a good piece of jewelry and take the clamp off of it and then take a fake piece of jewelry and put the clamp on it and then turn around and tell you here is a gold chain, read it. The only thing gold you got is the clamp you took off the chain.",[],[],[],"{'entity_group': 'PersonName24', 'score': 0.9446892142295837, 'word': 'gold', 'start': 119, 'end': 123}","INT: Well most of the times you don't really have time to look through it. But costume jewelry is not gonna have 14kt. gold written on it, right. I mean the clamp piece is gonna have 14kt. gold on it. That's the way a lot of them beat people. They will take a good piece of jewelry and take the clamp off of it and then take a fake piece of jewelry and put the clamp on it and then turn around and tell you here is a gold chain, read it. The only thing gold you got is the clamp you took off the chain."
32950,"INT: Well most of the times you don't really have time to look through it. But costume jewelry is not gonna have 14kt. PersonName24 written on it, right. I mean the clamp piece is gonna have 14kt. PersonName24 on it. That's the way a lot of them beat people. They will take a good piece of jewelry and take the clamp off of it and then take a fake piece of jewelry and put the clamp on it and then turn around and tell you here is a gold chain, read it. The only thing gold you got is the clamp you took off the chain.",[],[],[],"{'entity_group': 'PersonName24', 'score': 0.9062421917915344, 'word': 'gold', 'start': 189, 'end': 193}","INT: Well most of the times you don't really have time to look through it. But costume jewelry is not gonna have 14kt. gold written on it, right. I mean the clamp piece is gonna have 14kt. gold on it. That's the way a lot of them beat people. They will take a good piece of jewelry and take the clamp off of it and then take a fake piece of jewelry and put the clamp on it and then turn around and tell you here is a gold chain, read it. The only thing gold you got is the clamp you took off the chain."
32958,INT: Well he's the man. I mean you got certain pawn brokers who's gonna take you to the third degree. You got a I.D. and all that. But everybody know PersonName2 is the man. You go in there and dump it and let him take care of you. I took PersonName2 so much jewelry that if I'm broke I can go in PersonName2 and get two or three hundred dollars and he could just right me up a pawn ticket. I haven't pawned him nothin'. PersonName2 I need some money. He'll give me $200 and give me a pawn ticket cause he know I'm a come back and bring him something. Sometime I go get my jewelry out.,[],[],[],"{'entity_group': 'PersonName2', 'score': 0.9861590266227722, 'word': 'aname removeda', 'start': 150, 'end': 164}",INT: Well he's the man. I mean you got certain pawn brokers who's gonna take you to the third degree. You got a I.D. and all that. But everybody know âname removedã is the man. You go in there and dump it and let him take care of you. I took âname removedã so much jewelry that if I'm broke I can go in âname removedã and get two or three hundred dollars and he could just right me up a pawn ticket. I haven't pawned him nothin'. âName removedã I need some money. He'll give me $200 and give me a pawn ticket cause he know I'm a come back and bring him something. Sometime I go get my jewelry out.
32958,INT: Well he's the man. I mean you got certain pawn brokers who's gonna take you to the third degree. You got a I.D. and all that. But everybody know PersonName2 is the man. You go in there and dump it and let him take care of you. I took PersonName2 so much jewelry that if I'm broke I can go in PersonName2 and get two or three hundred dollars and he could just right me up a pawn ticket. I haven't pawned him nothin'. PersonName2 I need some money. He'll give me $200 and give me a pawn ticket cause he know I'm a come back and bring him something. Sometime I go get my jewelry out.,[],[],[],"{'entity_group': 'PersonName2', 'score': 0.9762862324714661, 'word': 'aname removeda', 'start': 242, 'end': 256}",INT: Well he's the man. I mean you got certain pawn brokers who's gonna take you to the third degree. You got a I.D. and all that. But everybody know âname removedã is the man. You go in there and dump it and let him take care of you. I took âname removedã so much jewelry that if I'm broke I can go in âname removedã and get two or three hundred dollars and he could just right me up a pawn ticket. I haven't pawned him nothin'. âName removedã I need some money. He'll give me $200 and give me a pawn ticket cause he know I'm a come back and bring him something. Sometime I go get my jewelry out.
32958,INT: Well he's the man. I mean you got certain pawn brokers who's gonna take you to the third degree. You got a I.D. and all that. But everybody know PersonName2 is the man. You go in there and dump it and let him take care of you. I took PersonName2 so much jewelry that if I'm broke I can go in PersonName2 and get two or three hundred dollars and he could just right me up a pawn ticket. I haven't pawned him nothin'. PersonName2 I need some money. He'll give me $200 and give me a pawn ticket cause he know I'm a come back and bring him something. Sometime I go get my jewelry out.,[],[],[],"{'entity_group': 'PersonName2', 'score': 0.9176062345504761, 'word': 'aname removeda', 'start': 303, 'end': 317}",INT: Well he's the man. I mean you got certain pawn brokers who's gonna take you to the third degree. You got a I.D. and all that. But everybody know âname removedã is the man. You go in there and dump it and let him take care of you. I took âname removedã so much jewelry that if I'm broke I can go in âname removedã and get two or three hundred dollars and he could just right me up a pawn ticket. I haven't pawned him nothin'. âName removedã I need some money. He'll give me $200 and give me a pawn ticket cause he know I'm a come back and bring him something. Sometime I go get my jewelry out.
32958,INT: Well he's the man. I mean you got certain pawn brokers who's gonna take you to the third degree. You got a I.D. and all that. But everybody know PersonName2 is the man. You go in there and dump it and let him take care of you. I took PersonName2 so much jewelry that if I'm broke I can go in PersonName2 and get two or three hundred dollars and he could just right me up a pawn ticket. I haven't pawned him nothin'. PersonName2 I need some money. He'll give me $200 and give me a pawn ticket cause he know I'm a come back and bring him something. Sometime I go get my jewelry out.,[],[],[],"{'entity_group': 'PersonName2', 'score': 0.9701820611953735, 'word': 'aname removeda', 'start': 430, 'end': 444}",INT: Well he's the man. I mean you got certain pawn brokers who's gonna take you to the third degree. You got a I.D. and all that. But everybody know âname removedã is the man. You go in there and dump it and let him take care of you. I took âname removedã so much jewelry that if I'm broke I can go in âname removedã and get two or three hundred dollars and he could just right me up a pawn ticket. I haven't pawned him nothin'. âName removedã I need some money. He'll give me $200 and give me a pawn ticket cause he know I'm a come back and bring him something. Sometime I go get my jewelry out.
32962,INT: I'm sure the police know what PersonName2's up to man. It's a lot of crooked police too. Let's be real. You know what I mean. They probably be back in âname removedã's a lot of time. I mean you could go up there and see a police car at âname removedã's. They be back in the back kickin' it up with him. PersonName2 got three places in Geo1 now. He started out with one so PersonName2 must be doin' O.K. So sure the police know. Just like the police know who sells drugs you know.,[],"[{'entity_group': 'Geo1', 'score': 0.9695976376533508, 'word': 'st. louis', 'start': 346, 'end': 355}]",[],"{'entity_group': 'PersonName2', 'score': 0.9569828510284424, 'word': 'aname removeda', 'start': 35, 'end': 49}",INT: I'm sure the police know what âname removedã's up to man. It's a lot of crooked police too. Let's be real. You know what I mean. They probably be back in âname removedã's a lot of time. I mean you could go up there and see a police car at âname removedã's. They be back in the back kickin' it up with him. âName removedã got three places in St. Louis now. He started out with one so âname removedã must be doin' O.K. So sure the police know. Just like the police know who sells drugs you know.
32962,INT: I'm sure the police know what PersonName2's up to man. It's a lot of crooked police too. Let's be real. You know what I mean. They probably be back in âname removedã's a lot of time. I mean you could go up there and see a police car at âname removedã's. They be back in the back kickin' it up with him. PersonName2 got three places in Geo1 now. He started out with one so PersonName2 must be doin' O.K. So sure the police know. Just like the police know who sells drugs you know.,[],"[{'entity_group': 'Geo1', 'score': 0.9695976376533508, 'word': 'st. louis', 'start': 346, 'end': 355}]",[],"{'entity_group': 'PersonName2', 'score': 0.9810734987258911, 'word': 'aname removeda', 'start': 311, 'end': 325}",INT: I'm sure the police know what âname removedã's up to man. It's a lot of crooked police too. Let's be real. You know what I mean. They probably be back in âname removedã's a lot of time. I mean you could go up there and see a police car at âname removedã's. They be back in the back kickin' it up with him. âName removedã got three places in St. Louis now. He started out with one so âname removedã must be doin' O.K. So sure the police know. Just like the police know who sells drugs you know.
32962,INT: I'm sure the police know what PersonName2's up to man. It's a lot of crooked police too. Let's be real. You know what I mean. They probably be back in âname removedã's a lot of time. I mean you could go up there and see a police car at âname removedã's. They be back in the back kickin' it up with him. PersonName2 got three places in Geo1 now. He started out with one so PersonName2 must be doin' O.K. So sure the police know. Just like the police know who sells drugs you know.,[],"[{'entity_group': 'Geo1', 'score': 0.9695976376533508, 'word': 'st. louis', 'start': 346, 'end': 355}]",[],"{'entity_group': 'PersonName2', 'score': 0.9296927452087402, 'word': 'aname removeda', 'start': 388, 'end': 402}",INT: I'm sure the police know what âname removedã's up to man. It's a lot of crooked police too. Let's be real. You know what I mean. They probably be back in âname removedã's a lot of time. I mean you could go up there and see a police car at âname removedã's. They be back in the back kickin' it up with him. âName removedã got three places in St. Louis now. He started out with one so âname removedã must be doin' O.K. So sure the police know. Just like the police know who sells drugs you know.
32970,"INT: If I went down and got a ring that's goin' for $400 in the store then PersonName2 will probably give you about $50. See that's the business they in. If I pawned something for about $20 dollars, then I would have to pay $2.00 to get it out. But PersonName2 know this thing is actually worth $200 and he know I ain't comin' back. So he give you $20 for a piece worth $200 and then you don't get it out in 30 days, I guarantee you if you go and look in the window on that 31st day it's for sell for $250. That's the business he's in. Maybe I need to get me a pawn shop business.",[],[],[],"{'entity_group': 'PersonName2', 'score': 0.9601387977600098, 'word': 'aname removeda', 'start': 75, 'end': 89}","INT: If I went down and got a ring that's goin' for $400 in the store then âname removedã will probably give you about $50. See that's the business they in. If I pawned something for about $20 dollars, then I would have to pay $2.00 to get it out. But âname removedã know this thing is actually worth $200 and he know I ain't comin' back. So he give you $20 for a piece worth $200 and then you don't get it out in 30 days, I guarantee you if you go and look in the window on that 31st day it's for sell for $250. That's the business he's in. Maybe I need to get me a pawn shop business."
32970,"INT: If I went down and got a ring that's goin' for $400 in the store then PersonName2 will probably give you about $50. See that's the business they in. If I pawned something for about $20 dollars, then I would have to pay $2.00 to get it out. But PersonName2 know this thing is actually worth $200 and he know I ain't comin' back. So he give you $20 for a piece worth $200 and then you don't get it out in 30 days, I guarantee you if you go and look in the window on that 31st day it's for sell for $250. That's the business he's in. Maybe I need to get me a pawn shop business.",[],[],[],"{'entity_group': 'PersonName2', 'score': 0.9829630851745605, 'word': 'aname removeda', 'start': 252, 'end': 266}","INT: If I went down and got a ring that's goin' for $400 in the store then âname removedã will probably give you about $50. See that's the business they in. If I pawned something for about $20 dollars, then I would have to pay $2.00 to get it out. But âname removedã know this thing is actually worth $200 and he know I ain't comin' back. So he give you $20 for a piece worth $200 and then you don't get it out in 30 days, I guarantee you if you go and look in the window on that 31st day it's for sell for $250. That's the business he's in. Maybe I need to get me a pawn shop business."
33113,Q: I hate to keep PersonName28' away at this but do you not think about getting caught or do you just think about it and just push it out of your mind?,[],[],[],"{'entity_group': 'PersonName28', 'score': 0.9657935500144958, 'word': 'hammerin', 'start': 18, 'end': 26}",Q: I hate to keep hammerin' away at this but do you not think about getting caught or do you just think about it and just push it out of your mind?
33172,INT: Because âtown name PersonName2 is a pretty good neighborhood. You got a lot of older people so they have more things. They have jewelry they done save up all they life. You know what I mean. They never wear them. They keep them layin' around.,[],[],[],"{'entity_group': 'PersonName2', 'score': 0.9476021528244019, 'word': 'removeda', 'start': 24, 'end': 32}",INT: Because âtown name removedã is a pretty good neighborhood. You got a lot of older people so they have more things. They have jewelry they done save up all they life. You know what I mean. They never wear them. They keep them layin' around.
33189,INT: PersonName23' locked up.,[],[],[],"{'entity_group': 'PersonName23', 'score': 0.9422669410705566, 'word': 'gettin', 'start': 5, 'end': 11}",INT: Gettin' locked up.
33197,"INT: I didn't want to be there. It sounded good on the way in. I'm a stay for thirty days, I'm a get my head together. After two days, PersonName3 removedã it up. I'm going home. Leaving.",[],[],[],"{'entity_group': 'PersonName3', 'score': 0.9608365297317505, 'word': 'aexpletive', 'start': 135, 'end': 145}","INT: I didn't want to be there. It sounded good on the way in. I'm a stay for thirty days, I'm a get my head together. After two days, âexpletive removedã it up. I'm going home. Leaving."
33565,INT: PersonName2.,[],[],[],"{'entity_group': 'PersonName2', 'score': 0.9343909621238708, 'word': 'burglary', 'start': 5, 'end': 13}",INT: Burglary.
33737,"INT: PersonName2. It's always said two heads is better than one. Got four eyes instead of two. By yourself you never know who behind you. Workin' with two, you got four eyes lookin'.",[],[],[],"{'entity_group': 'PersonName2', 'score': 0.9701653122901917, 'word': 'burglary', 'start': 5, 'end': 13}","INT: Burglary. It's always said two heads is better than one. Got four eyes instead of two. By yourself you never know who behind you. Workin' with two, you got four eyes lookin'."
33974,"INT: PersonName2 stayed in the neighborhood at the time. We was over in his neighborhood, playin' ball or what ever. Later on that evening PersonName2 said I know these people man, they gone out of town. So that's when we went and done one like that.",[],[],[],"{'entity_group': 'PersonName2', 'score': 0.9744552373886108, 'word': 'aname removeda', 'start': 5, 'end': 19}","INT: âName removedã stayed in the neighborhood at the time. We was over in his neighborhood, playin' ball or what ever. Later on that evening âname removedã said I know these people man, they gone out of town. So that's when we went and done one like that."
33974,"INT: PersonName2 stayed in the neighborhood at the time. We was over in his neighborhood, playin' ball or what ever. Later on that evening PersonName2 said I know these people man, they gone out of town. So that's when we went and done one like that.",[],[],[],"{'entity_group': 'PersonName2', 'score': 0.9504022598266602, 'word': 'aname removeda', 'start': 142, 'end': 156}","INT: âName removedã stayed in the neighborhood at the time. We was over in his neighborhood, playin' ball or what ever. Later on that evening âname removedã said I know these people man, they gone out of town. So that's when we went and done one like that."
34002,"INT: TV's and component set, jewelry and watches and stuff we sold to PersonName2's brother. He bought them from us cause he was sellin' dope.",[],[],[],"{'entity_group': 'PersonName2', 'score': 0.9892740845680237, 'word': 'aname removeda', 'start': 70, 'end': 84}","INT: TV's and component set, jewelry and watches and stuff we sold to âname removedã's brother. He bought them from us cause he was sellin' dope."
34049,INT: Just PersonName2.,[],[],[],"{'entity_group': 'PersonName2', 'score': 0.9386606216430664, 'word': 'burglary', 'start': 10, 'end': 18}",INT: Just burglary.
34132,INT: PersonName2 is burglars. I call myself a professional cause I don't be in to get caught and all that âexpletive removedã. You thinkin' at all times to beatin' out the system. That's when you call yourself a professional. You might call me an amateur cause I ain't got no money in my pocket. Nothin' but a couple of dollars you know. Professional PersonName2 ain't takin nothin' but top flight money.,[],[],[],"{'entity_group': 'PersonName2', 'score': 0.9342580437660217, 'word': 'burglars', 'start': 5, 'end': 13}",INT: Burglars is burglars. I call myself a professional cause I don't be in to get caught and all that âexpletive removedã. You thinkin' at all times to beatin' out the system. That's when you call yourself a professional. You might call me an amateur cause I ain't got no money in my pocket. Nothin' but a couple of dollars you know. Professional burglar ain't takin nothin' but top flight money.
34132,INT: PersonName2 is burglars. I call myself a professional cause I don't be in to get caught and all that âexpletive removedã. You thinkin' at all times to beatin' out the system. That's when you call yourself a professional. You might call me an amateur cause I ain't got no money in my pocket. Nothin' but a couple of dollars you know. Professional PersonName2 ain't takin nothin' but top flight money.,[],[],[],"{'entity_group': 'PersonName2', 'score': 0.9414196014404297, 'word': 'burglar', 'start': 348, 'end': 355}",INT: Burglars is burglars. I call myself a professional cause I don't be in to get caught and all that âexpletive removedã. You thinkin' at all times to beatin' out the system. That's when you call yourself a professional. You might call me an amateur cause I ain't got no money in my pocket. Nothin' but a couple of dollars you know. Professional burglar ain't takin nothin' but top flight money.
34142,INT: They know. Say for instance a friend of their's might be going out of town and they want something out of the deal. They ain't doing it for nothing. They scared to go do it so they tell PersonName2 about it.,[],[],[],"{'entity_group': 'PersonName2', 'score': 0.9604417085647583, 'word': 'aname removeda', 'start': 191, 'end': 205}",INT: They know. Say for instance a friend of their's might be going out of town and they want something out of the deal. They ain't doing it for nothing. They scared to go do it so they tell âname removedã about it.
34200,INT: PersonName11.,[],[],[],"{'entity_group': 'PersonName11', 'score': 0.9915990829467773, 'word': 'coke and dope', 'start': 5, 'end': 18}",INT: Coke and dope.
34455,INT: Just trippin'. Lookin' for more âexpletive removedã. PersonName26.,[],[],[],"{'entity_group': 'PersonName26', 'score': 0.9206141829490662, 'word': 'greedy', 'start': 58, 'end': 64}",INT: Just trippin'. Lookin' for more âexpletive removedã. Greedy.
35012,"INT: I gave up drugs when I got away from them but I just started up again here. I was talking to her last night PersonName2 was too. He is still on drugs. I was going to talk to him and she say she'll come talk to him. Just like I was saying, you on the take those drugs have your mind doing anything. She and my other friend they got it in a real bad way. You give them a piece of the stuff they go and get you anything you want. They get so they steal food out of they mama's house or they daddy's house you know. They steal stuff from him. They don't understand, they too dumb.",[],[],[],"{'entity_group': 'PersonName2', 'score': 0.9874394536018372, 'word': 'aname removeda', 'start': 113, 'end': 127}","INT: I gave up drugs when I got away from them but I just started up again here. I was talking to her last night âname removedã was too. He is still on drugs. I was going to talk to him and she say she'll come talk to him. Just like I was saying, you on the take those drugs have your mind doing anything. She and my other friend they got it in a real bad way. You give them a piece of the stuff they go and get you anything you want. They get so they steal food out of they mama's house or they daddy's house you know. They steal stuff from him. They don't understand, they too dumb."
35015,"Q: Talk to PersonName2 about this, maybe we can set up something. These four people that you know that you said haven't been caught, why do you think they haven't been caught?",[],[],[],"{'entity_group': 'PersonName2', 'score': 0.9859253764152527, 'word': 'aname removeda', 'start': 11, 'end': 25}","Q: Talk to âname removedã about this, maybe we can set up something. These four people that you know that you said haven't been caught, why do you think they haven't been caught?"
35107,Q: PersonName2,[],[],[],"{'entity_group': 'PersonName2', 'score': 0.9698265194892883, 'word': 'yeah', 'start': 3, 'end': 7}",Q: Yeah
35227,Q: PersonName2,[],[],[],"{'entity_group': 'PersonName2', 'score': 0.9698265194892883, 'word': 'yeah', 'start': 3, 'end': 7}",Q: Yeah
35528,Q: PersonName2,[],[],[],"{'entity_group': 'PersonName2', 'score': 0.9698265194892883, 'word': 'yeah', 'start': 3, 'end': 7}",Q: Yeah
36267,Q: PersonName2 who was here yesterday?,[],[],[],"{'entity_group': 'PersonName2', 'score': 0.9862659573554993, 'word': 'aname removeda', 'start': 3, 'end': 17}",Q: âName removedã who was here yesterday?
36298,"INT: I don't go out on no open, buy streets and do no burglaries because nine times out of ten is people walking around or little kids in alleys. You know, little kids talk too. I like nice, quite areas. In other words, when it is real quiet and sometimes me and my friend PersonName2 we just go out and see it. We'll catch the bus somewhere. If we going shopping for instance, we'll pick a house, we'll be just walking around and stuff and we pick a house. We going to get this one tonight. You see, its real simple and easy, you know. We watch it for awhile, we don't just go jump into it. It's got to be a house we done watched for awhile. We know when these people leave and what time they get home. Mostly business people, you know what time they going to leave and what time they get home.",[],[],[],"{'entity_group': 'PersonName2', 'score': 0.9206554889678955, 'word': 'aname removeda', 'start': 273, 'end': 287}","INT: I don't go out on no open, buy streets and do no burglaries because nine times out of ten is people walking around or little kids in alleys. You know, little kids talk too. I like nice, quite areas. In other words, when it is real quiet and sometimes me and my friend âname removedã we just go out and see it. We'll catch the bus somewhere. If we going shopping for instance, we'll pick a house, we'll be just walking around and stuff and we pick a house. We going to get this one tonight. You see, its real simple and easy, you know. We watch it for awhile, we don't just go jump into it. It's got to be a house we done watched for awhile. We know when these people leave and what time they get home. Mostly business people, you know what time they going to leave and what time they get home."
36364,"INT: It usually come up on the shopping thing. Me and PersonName2, we have went to go get, we was going out that Friday so that Thursday me and PersonName2 went shopping at PersonName2 to get and outfit and some shoes forthe party. We was just looking around and walking around the neighborhood and I spotted a house. I said, PersonName2 did you know that every time we come out here ain't nobody never at this house? But we had already knew their car and stuff. I told her there ain't usually nobody here till at night. You always see a car and lights on at night at a certain time. I say, have you been noticing that house. She said, yeah I been noticing the house. Since we had spent all of our money going shopping, I said I think we are going to come out here tonight and we going to get that house. PersonName2 said all right, she was willing. We had used her father's truck, we had went out PersonName2 drove out there. It wasn't that far up the ground so I got up in the window and I raised the window up. It's a certain way you can pick a lock from the outside. So I picked the lock and raised the window and climbed up on in through the window. I opened the door. She said ain't nobody in there. I said, no ain't nobody in here. So we just, we went upstairs. It was like an upstairs and a downstairs house. I went upstairs, she was standing outside and I spotted a TV and a VCR. That's all that house had in it. It had other things like couches and tables and stuff like that but that would make too much noise. And then when we was getting ready to go, I say let's look up under these couches PersonName2. They had they jewelry hiding up under the couch pillows, in case if a burglar would come in that would be the last place they would except to look. So, I said PersonName2 now you go on in and see if you can find some cause I got the VCR and TV from upstairs. She went in the kitchen and came out with the microwave. She looked up under the couch pillow and stuff. She found all the jewelry. So we took all the jewelry and left and went and sold it.",[],[],[],"{'entity_group': 'PersonName2', 'score': 0.9878677129745483, 'word': 'aname removeda', 'start': 54, 'end': 68}","INT: It usually come up on the shopping thing. Me and âname removedã, we have went to go get, we was going out that Friday so that Thursday me and âname removedã went shopping at âstore name removedã to get and outfit and some shoes forthe party. We was just looking around and walking around the neighborhood and I spotted a house. I said, âname removedã did you know that every time we come out here ain't nobody never at this house? But we had already knew their car and stuff. I told her there ain't usually nobody here till at night. You always see a car and lights on at night at a certain time. I say, have you been noticing that house. She said, yeah I been noticing the house. Since we had spent all of our money going shopping, I said I think we are going to come out here tonight and we going to get that house. âName removedã said all right, she was willing. We had used her father's truck, we had went out âname removedã drove out there. It wasn't that far up the ground so I got up in the window and I raised the window up. It's a certain way you can pick a lock from the outside. So I picked the lock and raised the window and climbed up on in through the window. I opened the door. She said ain't nobody in there. I said, no ain't nobody in here. So we just, we went upstairs. It was like an upstairs and a downstairs house. I went upstairs, she was standing outside and I spotted a TV and a VCR. That's all that house had in it. It had other things like couches and tables and stuff like that but that would make too much noise. And then when we was getting ready to go, I say let's look up under these couches âname removedã. They had they jewelry hiding up under the couch pillows, in case if a burglar would come in that would be the last place they would except to look. So, I said âname removedã now you go on in and see if you can find some cause I got the VCR and TV from upstairs. She went in the kitchen and came out with the microwave. She looked up under the couch pillow and stuff. She found all the jewelry. So we took all the jewelry and left and went and sold it."
